NO,KODE,Nama Prodi,JENJANG,DAYA TAMPUNG 2025,PEMINAT 2024,JENIS PORTOFOLIO,KAB / KOTA,Universitas,PROVINSI-1,PROVINSI-2,SITUS_WEB,Kelompok,Rasio Peminat,Kategori,Gaji Minimal,Gaji Maksimal,Prospek Kerja 1,Prospek Kerja 2,Prospek Kerja 3,Prospek Kerja 4,Hasil,Bidang Ilmu
88,17122081,TATA BOGA,Sarjana Terapan,33,115,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Tata Boga,"12,13",Sedang,Rp3.500.000,Rp6.000.000,Chef,Konsultan Kuliner,Wirausaha ,,Sangat Potensial,Soshum
93,17123092,TATA BUSANA,Diploma Tiga,22,95,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Tata Busana,"11,00",Sedang,Rp3.500.000,Rp6.000.000,Desainer Busana,Penjahit,Wirausaha ,,Sangat Potensial,Soshum
86,17122034,TEKNIK ELEKTRO,Sarjana Terapan,47,124,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Teknik Elektro & Elektronika,"5,96",Sepi Peminat,Rp7.000.000,Rp12.000.000,Insinyur Listrik,Insinyul Eklektronika,Software Engineer,Desainer Sistem Otomasi,Sangat Prospektif,Saintek
84,17122032,TEKNIK ELEKTRONIKA,Sarjana Terapan,22,24,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Teknik Elektro & Elektronika,"5,96",Sepi Peminat,Rp7.000.000,Rp12.000.000,Insinyur Listrik,Insinyul Eklektronika,Software Engineer,Desainer Sistem Otomasi,Sangat Prospektif,Saintek
27,17121027,TEKNIK KOMPUTER,Sarjana,47,853,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Teknik Informatika & Ilmu Komputer,"16,40",Ramai Peminat,Rp5.000.000,Rp10.000.000,Pengembang Software,Konsultan TI,Pengembang Web,Analis Data,Sangat Prospektif,Saintek
85,17122033,TEKNIK MESIN,Sarjana Terapan,35,104,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Teknik Mesin,"6,81",Sepi Peminat,Rp6.000.000,Rp14.000.000,Insinyur Mesin,Teknisi,Operator,Mekanik,Sangat Prospektif,Saintek
87,17122035,TEKNIK SIPIL BANGUNAN GEDUNG,Sarjana Terapan,58,166,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Teknik Sipil & Lingkungan,"8,12",Sedang,Rp5.000.000,Rp9.000.000,Insinyut Sipil,Konsultan Konstruksi,Manajer Proyek,Pengelola Infrastruktur,Sangat Prospektif,Saintek
77,17121095,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,24,142,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Teknologi Pertanian & Industri,"4,40",Sepi Peminat,Rp3.000.000,Rp6.000.000,Peneliti Pertanian,Argonom,Quality Control,,Sangat Potensial,Saintek
37,17121042,TEKNOLOGI PENDIDIKAN,Sarjana,32,111,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Teknologi Pendidikan,"3,98",Sepi Peminat,Rp4.000.000,Rp10.000.000,Desainer Instruksional,Developer E-Learning,Konsultan Pendidikan Digital,,Sangat Potensial,Saintek
40,17311040,ADMINSTRASI NEGARA,Sarjana,60,311,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Administrasi Publik & Kebijakan,"8,97",Sedang,Rp3.000.000,Rp6.000.000,Analis Kebijakan Publik,Staf Perencanaan,,,Cukup Potensial,Soshum
7,17311007,AGRIBISNIS,Sarjana,105,181,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
5,17311005,AGROTEKNOLOGI,Sarjana,105,117,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
27,17311027,AGROTEKNOLOGI (PSDKU MOROWALI),Sarjana,18,5,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
29,17311029,AGROTEKNOLOGI (PSDKU TOUNA),Sarjana,18,17,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
19,17311019,AKUAKULTUR,Sarjana,45,24,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Perikanan & Budidaya Air,"1,35",Sepi Peminat,Rp4.000.000,Rp9.000.000,Ahli Budidaya Ikan,Teknisi Akuakultur,Penyuluh Perikanan,Konsultan Budidaya Air,Sangat Prospektif,Saintek
60,17312060,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,24,17,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Akuntansi & Keuangan,"10,10",Sedang,Rp4.000.000,Rp8.000.000,Akuntan,Analisis Finansial,Staf Akuntansi,Auditor,Sangat Prospektif,Soshum
42,17311042,ANTROPOLOGI,Sarjana,45,44,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Antropologi & Sosial Budaya,"4,60",Sepi Peminat,Rp3.000.000,Rp5.000.000,Peneliti Sosial Budaya,Konsultan CSR,,,Cukup Potensial,Soshum
37,17311037,BIMBINGAN DAN KONSELING,Sarjana,39,226,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Bimbingan & Konseling,"12,85",Sedang,Rp3.000.000,Rp5.000.000,Guru BK,Konselor Keluagra dan Remaja,Staf HRD,,Sangat Potensial,Soshum
16,17311016,BIOLOGI,Sarjana,20,45,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Biologi & Sains Hayati,"4,23",Sepi Peminat,Rp3.000.000,Rp6.000.000,Peneliti Biologi,Analisis Laboratorium,Dosen,,Sangat Potensial,Saintek
47,17311047,EKONOMI AKUNTANSI,Sarjana,40,611,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Akuntansi & Keuangan,"10,10",Sedang,Rp4.000.000,Rp8.000.000,Akuntan,Analisis Finansial,Staf Akuntansi,Auditor,Sangat Prospektif,Soshum
46,17311046,EKONOMI MANAJEMEN,Sarjana,48,931,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Ekonomi & Studi Pembangunan,"5,84",Sepi Peminat,Rp4.000.000,Rp8.000.000,Ekonom,Analis Kebijakan Publik,Staf Perencanaan Pembangunan,,Sangat Potensial,Soshum
45,17311045,EKONOMI PEMBANGUNAN,Sarjana,32,90,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Ekonomi & Studi Pembangunan,"5,84",Sepi Peminat,Rp4.000.000,Rp8.000.000,Ekonom,Analis Kebijakan Publik,Staf Perencanaan Pembangunan,,Sangat Potensial,Soshum
20,17311020,FARMASI,Sarjana,36,575,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Farmasi & Kesehatan,"25,28",Ramai Peminat,Rp4.000.000,Rp8.000.000,Apoteker,Tenaga Medis Kefarmasian,Staf BPOM,Medical Representative,Sangat Prospektif,Saintek
13,17311013,FISIKA,Sarjana,20,13,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Fisika & Sains Dasar,"2,12",Sepi Peminat,Rp3.800.000,Rp8.000.000,Peneliti,Data Analyst,,,Cukup Potensial,Saintek
25,17311025,GIZI,Sarjana,22,355,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Gizi & Kesehatan,"18,35",Ramai Peminat,Rp4.000.000,Rp7.000.000,Ahli Gizi,Nutrisionis,Konsultan Diet,,Sangat Potensial,Saintek
48,17311048,ILMU HUKUM,Sarjana,150,504,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Hukum & Sosial Politik,"6,92",Sepi Peminat,Rp4.000.000,Rp7.000.000,Pengacara,Konsultan Hukum,Analis Kebijakan Publik,,Sangat Potensial,Soshum
57,17311066,ILMU KELAUTAN,Sarjana,21,,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Ilmu Kelautan & Perikanan,"2,91",Sepi Peminat,Rp4.000.000,Rp10.000.000,Peneliti Kelautan,Konsultan Lingkungan Laut,Manajer Usaha Perikanan,Teknisi Laboratorium Perikanan,Sangat Prospektif,Saintek
44,17311044,ILMU KOMUNIKASI,Sarjana,60,471,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Ilmu Komunikasi & Media,"16,38",Ramai Peminat,Rp3.500.000,Rp6.500.000,Public Relations Officer,Jurnalis,Content Creator,Event Organizer,Sangat Prospektif,Soshum
43,17311043,ILMU PEMERINTAHAN,Sarjana,60,202,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Ilmu Pemerintahan & Sosial,"6,69",Sepi Peminat,Rp3.500.000,Rp6.500.000,Staf Administrasi Pemerintahan,Analis Kebijakan Publik,,,Cukup Potensial,Soshum
17,17311017,KEDOKTERAN,Sarjana,33,681,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Kedokteran,"22,63",Ramai Peminat,Rp8.000.000,Rp15.000.000,Dokter Umum,Dokter Spesialis,Tenaga Kesehatan,,Sangat Potensial,Saintek
6,17311006,KEHUTANAN,Sarjana,85,117,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Kehutanan & Lingkungan,"4,00",Sepi Peminat,Rp4.500.000,Rp11.000.000,Rimbawan,Peneliti Konservasi,Petugas Taman Nasional,Konsultan Lingkungan,Sangat Prospektif,Soshum
62,17313054,KEPERAWATAN,Diploma Tiga,26,186,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Kesehatan & Keperawatan,"18,89",Ramai Peminat,Rp3.500.000,Rp6.500.000,Perawat,Konsultan Kesehatan,Tenaga Kesehatan,,Sangat Potensial,Saintek
18,17311018,KESEHATAN MASYARAKAT,Sarjana,50,615,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Kesehatan Masyarakat & Lingkungan,"13,06",Sedang,Rp3.500.000,Rp6.500.000,Staf Kesehatan Masyarakat,Analis Lingkungan Kesehatan,,,Cukup Potensial,Soshum
15,17311015,KIMIA,Sarjana,24,45,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Kimia & Sains Dasar,"4,01",Sepi Peminat,Rp4.500.000,Rp12.000.000,Analis Kimia,Peneliti Sains,Quality Control Industri,Profesor,Sangat Prospektif,Saintek
51,17311051,MANAJEMEN (PSDKU MOROWALI),Sarjana,24,25,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Manajemen & Bisnis,"15,97",Sedang,Rp4.000.000,Rp7.000.000,Manajemen,Analis Bisnis,Konsultan Manajemen,,Sangat Potensial,Soshum
52,17311052,MANAJEMEN (PSDKU TOUNA),Sarjana,48,58,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Manajemen & Bisnis,"15,97",Sedang,Rp4.000.000,Rp7.000.000,Manajemen,Analis Bisnis,Konsultan Manajemen,,Sangat Potensial,Soshum
63,17313055,MANAJEMEN PEMASARAN,Diploma Tiga,8,25,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Manajemen & Pemasaran,"4,37",Sepi Peminat,Rp4.000.000,Rp7.000.000,Marketing Officer,Sales,Digital Marketing,,Sangat Potensial,Soshum
14,17311014,MATEMATIKA,Sarjana,15,38,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Matematika & Sains Dasar,"4,11",Sepi Peminat,Rp3.500.000,Rp6.000.000,Analis Data,Peneliti,Dosen,Data Scientist,Sangat Prospektif,Soshum
33,17311033,PEND. BAHASA INDONESIA,Sarjana,40,329,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pendidikan Bahasa  & Sastra Indonesia,"7,84",Sedang,Rp3.000.000,Rp5.500.000,Guru Bahasa Indonesia,Penulis,,,Cukup Potensial,Soshum
34,17311034,PEND. BAHASA INGGRIS,Sarjana,50,269,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pendidikan Bahasa Inggris,"6,87",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Bahasa Inggris,Penerjemah,Penulis,Tour Guide,Sangat Prospektif,Soshum
1,17311001,PEND. BIOLOGI,Sarjana,30,146,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pendidikan Sains & Biologi,"5,40",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Biologi,Asisten Laboratorium Pendidikan,,,Cukup Potensial,Soshum
3,17311003,PEND. FISIKA,Sarjana,40,46,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pendidikan Fisika & IPA,"2,53",Sepi Peminat,Rp4.000.000,Rp8.000.000,Guru IPA,Pengembang Konten Edukasi,Peneliti Fisika,,Sangat Potensial,Saintek
50,17311050,PEND. GEOGRAFI,Sarjana,30,84,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pendidikan Geografi & Lingkungan,"4,48",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Geografi,Pengelola Lingkungan,Staf Edukasi Lingkungan,,Sangat Potensial,Soshum
39,17311039,PEND. GURU PAUD,Sarjana,30,118,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
38,17311038,PEND. GURU SEKOLAH DASAR,Sarjana,70,935,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
49,17311049,"PEND. JASMANI, KESEHATAN DAN REKREASI",Sarjana,58,119,Olahraga,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pendidikan Jasmani & Olahraga,"4,30",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Olahraga,Pelatih Olahraga,Fisioterapis,,Sangat Potensial,Saintek
4,17311004,PEND. KIMIA,Sarjana,45,50,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pendidikan Kimia & IPA,"2,99",Sepi Peminat,Rp4.000.000,Rp8.000.000,Guru Kimia,Analis Kimia,Peneliti Kimia,Profesi Laboratorium,Sangat Prospektif,Soshum
2,17311002,PEND. MATEMATIKA,Sarjana,45,155,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pendidikan Matematika & IPA,"5,57",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Matematika,Pengembang Kurikulum Sains,Asisten Peneliti,,Sangat Potensial,Saintek
35,17311035,PEND. PANCASILA DAN KEWARGANEGARAAN,Sarjana,20,111,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pendidikan Sosial & Kewarganegaraan,"7,25",Sedang,Rp3.000.000,Rp5.500.000,Guru PPKn,Pengembang Materi Kewarganegaraan,,,Cukup Potensial,Soshum
36,17311036,PEND. SEJARAH,Sarjana,32,135,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pendidikan Sejarah & Sosial,"6,44",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Sejarah,Pemandu Wisata Sejarah,,,Cukup Potensial,Soshum
53,17311061,PENDIDIKAN ILMU PENGETAHUAN ALAM,Sarjana,20,40,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pendidikan IPA & Sains,"4,44",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru IPA,Asisten Laboratorium Sekolah,Trainer Sains,,Sangat Potensial,Soshum
24,17311024,PERENCANAAN WILAYAH DAN KOTA,Sarjana,36,110,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Perencanaan Wilayah & Kota,"5,13",Sepi Peminat,Rp4.000.000,Rp7.000.000,Perencanaan Tata Ruang,Konsultan Perencanaan Wilayah,Peneliti Tata Kota,,Sangat Potensial,Saintek
8,17311008,PETERNAKAN,Sarjana,75,59,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Peternakan & Perikanan,"2,53",Sepi Peminat,Rp4.000.000,Rp9.000.000,Peternak Profesional,Manajer Usaha Perikanan,Penyuluh Peternakan,,Sangat Potensial,Saintek
55,17311064,PROTEKSI TANAMAN,Sarjana,18,,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Pertanian & Proteksi Tanaman,"1,98",Sepi Peminat,Rp3.800.000,Rp8.500.000,Penyuluh Pertanian,Ahli Tanaman,Peneliti Pertanian,Konsultan Pangan,Sangat Prospektif,Soshum
32,17311032,SISTEM INFORMASI,Sarjana,36,260,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Sistem Informasi & Teknologi Informasi,"11,95",Sedang,Rp4.000.000,Rp7.000.000,Analis SI,Pengembang Software,Konsultan TI,,Sangat Potensial,Soshum
56,17311065,SOSIAL EKONOMI PETERNAKAN,Sarjana,30,,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Peternakan & Ekonomi,"0,00",Sepi Peminat,Rp3.500.000,Rp8.000.000,Konsultan Peternakan,Wirausahawan,,,Cukup Potensial,Soshum
41,17311041,SOSIOLOGI,Sarjana,45,114,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Sosiologi & Sosial,"4,45",Sepi Peminat,Rp3.500.000,Rp6.000.000,Peneliti Sosial  ,Konsultan LSM,Guru Sosiologi,,Sangat Potensial,Soshum
22,17311022,STATISTIKA,Sarjana,24,90,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Statistika & Data Science,"7,65",Sedang,Rp4.000.000,Rp7.000.000,Analis Data,Data Scientist,Statistik,Konsultan Riset,Sangat Prospektif,Soshum
54,17311062,SUMBER DAYA AKUATIK,Sarjana,30,2,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Perikanan & Kelautan,"2,09",Sepi Peminat,Rp4.000.000,Rp9.000.000,Ahli Perikanan,Quality Control,Penyuluh Perikanan,Konsultan Kelautan,Sangat Prospektif,Saintek
10,17311010,TEKNIK ARSITEKTUR,Sarjana,36,143,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Arsitektur & Desain,"7,35",Sedang,Rp4.000.000,Rp7.000.000,Arsitek,Desainer Interior,Pelukis,,Sangat Potensial,Saintek
12,17311012,TEKNIK ELEKTRO,Sarjana,30,103,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Teknik Elektro & Elektronika,"5,96",Sepi Peminat,Rp7.000.000,Rp12.000.000,Insinyur Listrik,Insinyul Eklektronika,Software Engineer,Desainer Sistem Otomasi,Sangat Prospektif,Saintek
26,17311026,TEKNIK GEO FISIKA,Sarjana,20,20,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Geologi & Kebumian,"5,35",Sepi Peminat,Rp5.000.000,Rp9.000.000,Geologist ,Surveyor Geospasial,Konsultan Geoteknik,Peneliti ESDM,Sangat Prospektif,Saintek
23,17311023,TEKNIK GEOLOGI,Sarjana,30,167,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Geologi & Kebumian,"5,35",Sepi Peminat,Rp5.000.000,Rp9.000.000,Geologist ,Surveyor Geospasial,Konsultan Geoteknik,Peneliti ESDM,Sangat Prospektif,Saintek
21,17311021,TEKNIK INFORMATIKA,Sarjana,36,708,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Teknik Informatika & Ilmu Komputer,"16,40",Ramai Peminat,Rp5.000.000,Rp10.000.000,Pengembang Software,Konsultan TI,Pengembang Web,Analis Data,Sangat Prospektif,Saintek
31,17311031,TEKNIK LINGKUNGAN,Sarjana,36,85,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Teknik Lingkungan & Sipil,"7,14",Sedang,Rp5.000.000,Rp9.000.000,Manajer Lingkungan,Konsultan Lingkungan,Insinyur Sipil,Pengelola Proyek Konstruksi,Sangat Prospektif,Saintek
11,17311011,TEKNIK MESIN,Sarjana,36,106,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Teknik Mesin,"6,81",Sepi Peminat,Rp6.000.000,Rp14.000.000,Insinyur Mesin,Teknisi,Operator,Mekanik,Sangat Prospektif,Saintek
9,17311009,TEKNIK SIPIL,Sarjana,60,380,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Teknik Sipil & Lingkungan,"8,12",Sedang,Rp5.000.000,Rp9.000.000,Insinyut Sipil,Konsultan Konstruksi,Manajer Proyek,Pengelola Infrastruktur,Sangat Prospektif,Saintek
28,17311028,TEKNIK SIPIL (PSDKU MOROWALI),Sarjana,10,15,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Teknik Sipil & Lingkungan,"8,12",Sedang,Rp5.000.000,Rp9.000.000,Insinyut Sipil,Konsultan Konstruksi,Manajer Proyek,Pengelola Infrastruktur,Sangat Prospektif,Saintek
30,17311030,TEKNIK SIPIL (PSDKU TOUNA),Sarjana,10,14,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Teknik Sipil & Lingkungan,"8,12",Sedang,Rp5.000.000,Rp9.000.000,Insinyut Sipil,Konsultan Konstruksi,Manajer Proyek,Pengelola Infrastruktur,Sangat Prospektif,Saintek
59,17312059,TEKNOLOGI REKAYASA INSTALASI LISTRIK,Sarjana Terapan,32,7,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Teknik Elektro & Elektronika,"5,96",Sepi Peminat,Rp7.000.000,Rp12.000.000,Insinyur Listrik,Insinyul Eklektronika,Software Engineer,Desainer Sistem Otomasi,Sangat Prospektif,Saintek
61,17312063,TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN,Sarjana Terapan,32,4,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Teknik Sipil & Lingkungan,"8,12",Sedang,Rp5.000.000,Rp9.000.000,Insinyut Sipil,Konsultan Konstruksi,Manajer Proyek,Pengelola Infrastruktur,Sangat Prospektif,Saintek
58,17312058,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,32,4,Tidak Ada,Kota Palu,UNIVERSITAS TADULAKO,Sulawesi Tengah,,https://pmb.untad.ac.id/,Teknik Manufaktur & Industri,"3,52",Sepi Peminat,Rp5.000.000,Rp14.000.000,Engineer Produksi,Quality Assurance Engineer,Supervisor Pabrik,Industrial Analyst,Sangat Prospektif,Saintek
63,17511063,ADMINISTRASI BISNIS,Sarjana,51,396,Tidak Ada,Kota Kendari,UNIVERSITAS HALUOLEO,Sulawesi Tenggara,,https://spmb.uho.ac.id/,Administrasi Bisnis & Manajemen,"14,07",Sedang,Rp4.000.000,Rp7.000.000,Staf Administrasi Bisnis,Sales Analyst,,,Cukup Potensial,Saintek
1,17511001,AGRIBISNIS,Sarjana,30,64,Tidak Ada,Kota Kendari,UNIVERSITAS HALUOLEO,Sulawesi Tenggara,,https://spmb.uho.ac.id/,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
24,17511024,AGROBISNIS PERIKANAN,Sarjana,18,6,Tidak Ada,Kota Kendari,UNIVERSITAS HALUOLEO,Sulawesi Tenggara,,https://spmb.uho.ac.id/,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
